key,state,cum_confirmed,cum_Deaths,date,State,positive,death,hospitalized,total,recovered,positiveIncrease,deathIncrease,hospitalizedIncrease,totalTestResultsIncrease,flag,daily_confirmed,daily_Deaths
20200510 Maryland,Maryland,32587,1644,2020-05-10,Maryland,32587,1644,5955,159931,2293,1053,30,23,3903,1,786,39
20200509 Maryland,Maryland,31534,1614,2020-05-09,Maryland,31534,1614,5932,156028,2159,1049,54,121,3841,1,1053,30
20200508 Maryland,Maryland,30485,1560,2020-05-08,Maryland,30485,1560,5811,152187,2041,1111,57,148,3587,1,1049,54
20200507 Maryland,Maryland,29374,1503,2020-05-07,Maryland,29374,1503,5663,148600,2029,1211,66,166,4588,1,1111,57
20200506 Maryland,Maryland,28163,1437,2020-05-06,Maryland,28163,1437,5497,144012,1903,1046,47,160,3909,1,1211,66
20200505 Maryland,Maryland,27117,1390,2020-05-05,Maryland,27117,1390,5337,140103,1810,709,73,138,3108,1,1046,47
20200504 Maryland,Maryland,26408,1317,2020-05-04,Maryland,26408,1317,5199,136995,1695,946,36,148,4201,1,709,73
20200517 Massachusetts,Massachusetts,85972,5796,2020-05-17,Massachusetts,86010,5797,8539,460826,NA,1077,92,83,12737,1,1042,65
20200516 Massachusetts,Massachusetts,84896,5704,2020-05-16,Massachusetts,84933,5705,8456,448089,NA,1512,113,142,12410,1,1076,92
20200515 Massachusetts,Massachusetts,83385,5590,2020-05-15,Massachusetts,83421,5592,8314,435679,NA,1239,110,107,11318,1,1511,114
20200514 Massachusetts,Massachusetts,82146,5481,2020-05-14,Massachusetts,82182,5482,8207,424361,NA,1685,167,175,14329,1,1239,109
20200513 Massachusetts,Massachusetts,80462,5314,2020-05-13,Massachusetts,80497,5315,8032,410032,NA,1165,174,190,8536,1,1684,167
20200512 Massachusetts,Massachusetts,79297,5140,2020-05-12,Massachusetts,79332,5141,7842,401496,NA,870,33,110,6768,1,1165,174
20200511 Massachusetts,Massachusetts,78427,5107,2020-05-11,Massachusetts,78462,5108,7732,394728,NA,669,129,115,6339,1,870,33
20200510 Massachusetts,Massachusetts,77758,4978,2020-05-10,Massachusetts,77793,4979,7617,388389,NA,1050,139,66,11852,1,669,129
20200509 Massachusetts,Massachusetts,76709,4839,2020-05-09,Massachusetts,76743,4840,7551,376537,NA,1410,138,117,10514,1,1049,139
20200508 Massachusetts,Massachusetts,75300,4701,2020-05-08,Massachusetts,75333,4702,7434,366023,NA,1612,150,197,14391,1,1409,138
20200507 Massachusetts,Massachusetts,73688,4551,2020-05-07,Massachusetts,73721,4552,7237,351632,NA,1696,132,157,11993,1,1612,150
20200506 Massachusetts,Massachusetts,71991,4419,2020-05-06,Massachusetts,72025,4420,7080,339639,NA,1754,208,249,6290,1,1697,132
20200505 Massachusetts,Massachusetts,70239,4211,2020-05-05,Massachusetts,70271,4212,6831,333349,NA,1184,122,209,9081,1,1752,208
20200504 Massachusetts,Massachusetts,69055,4089,2020-05-04,Massachusetts,69087,4090,6622,324268,NA,1000,86,115,9622,1,1184,122
20200517 Michigan,Michigan,48487,4831,2020-05-17,Michigan,51142,4891,NA,396958,28234,638,11,0,39037,1,259,24
20200516 Michigan,Michigan,48195,4822,2020-05-16,Michigan,50504,4880,NA,357921,28234,425,55,0,425,1,292,9
20200515 Michigan,Michigan,47737,4766,2020-05-15,Michigan,50079,4825,NA,357496,22686,497,38,0,21613,1,458,56
20200514 Michigan,Michigan,47296,4728,2020-05-14,Michigan,49582,4787,NA,335883,22686,1191,73,0,27623,1,441,38
20200513 Michigan,Michigan,46132,4655,2020-05-13,Michigan,48391,4714,NA,308260,22686,370,40,0,370,1,1164,73
20200512 Michigan,Michigan,45763,4616,2020-05-12,Michigan,48021,4674,NA,307890,22686,469,90,0,8942,1,369,39
20200511 Michigan,Michigan,45299,4527,2020-05-11,Michigan,47552,4584,NA,298948,22686,414,33,0,13270,1,464,89
20200510 Michigan,Michigan,44934,4501,2020-05-10,Michigan,47138,4551,NA,285678,22686,382,25,0,12192,1,365,26
20200509 Michigan,Michigan,44569,4477,2020-05-09,Michigan,46756,4526,NA,273486,22686,430,133,0,13233,1,365,24
20200508 Michigan,Michigan,44153,4346,2020-05-08,Michigan,46326,4393,NA,260253,15659,680,50,0,13191,1,416,131
20200507 Michigan,Michigan,43603,4292,2020-05-07,Michigan,45646,4343,NA,247062,15659,592,93,0,13831,1,550,54
20200506 Michigan,Michigan,43139,4206,2020-05-06,Michigan,45054,4250,NA,233231,15659,657,71,0,10395,1,464,86
20200505 Michigan,Michigan,42455,4133,2020-05-05,Michigan,44397,4179,NA,222836,15659,447,130,0,447,1,684,73
20200504 Michigan,Michigan,42025,4092,2020-05-04,Michigan,43950,4049,NA,222389,15659,196,0,0,9857,1,430,41
20200517 Minnesota,Minnesota,15668,731,2020-05-17,Minnesota,15668,731,2090,150585,10175,699,22,51,7304,1,704,9
20200516 Minnesota,Minnesota,14969,709,2020-05-16,Minnesota,14969,709,2039,143281,9571,729,17,54,8612,1,699,22
20200515 Minnesota,Minnesota,14240,692,2020-05-15,Minnesota,14240,692,1985,134669,8820,805,29,70,5917,1,729,17
20200514 Minnesota,Minnesota,13435,672,2020-05-14,Minnesota,13435,663,1915,128752,8473,518,25,64,6717,1,805,20
20200513 Minnesota,Minnesota,12917,638,2020-05-13,Minnesota,12917,638,1851,122035,8149,423,24,52,1201,1,518,34
20200512 Minnesota,Minnesota,12494,614,2020-05-12,Minnesota,12494,614,1799,120834,7609,695,23,83,5053,1,423,24
20200511 Minnesota,Minnesota,11799,591,2020-05-11,Minnesota,11799,591,1716,115781,6945,528,13,59,4693,1,695,23
20200510 Minnesota,Minnesota,11271,578,2020-05-10,Minnesota,11271,578,1657,111088,6304,481,20,45,4825,1,528,13
20200509 Minnesota,Minnesota,10790,558,2020-05-09,Minnesota,10790,558,1612,106263,5764,702,24,63,4993,1,481,20
20200508 Minnesota,Minnesota,10088,534,2020-05-08,Minnesota,10088,534,1549,101270,5163,723,26,90,3849,1,702,24
20200507 Minnesota,Minnesota,9365,508,2020-05-07,Minnesota,9365,508,1459,97421,4800,786,23,54,4189,1,723,26
20200506 Minnesota,Minnesota,8579,485,2020-05-06,Minnesota,8579,485,1405,93232,4520,728,30,55,5223,1,786,23
20200505 Minnesota,Minnesota,7851,455,2020-05-05,Minnesota,7851,455,1350,88009,4159,617,27,79,2068,1,728,30
20200504 Minnesota,Minnesota,7234,427,2020-05-04,Minnesota,7234,428,1271,85941,3784,571,9,72,3309,1,617,28
20200517 Mississippi,Mississippi,11296,521,2020-05-17,Mississippi,11296,521,1773,113126,6268,173,11,25,4650,1,136,6
20200516 Mississippi,Mississippi,11123,510,2020-05-16,Mississippi,11123,510,1748,108476,6268,322,17,36,1653,1,173,11
20200515 Mississippi,Mississippi,10801,493,2020-05-15,Mississippi,10801,493,1712,106823,6268,318,13,45,1497,1,322,17
20200514 Mississippi,Mississippi,10483,480,2020-05-14,Mississippi,10483,480,1667,105326,6268,393,15,51,5278,1,318,13
20200513 Mississippi,Mississippi,10090,465,2020-05-13,Mississippi,10090,465,1616,100048,6268,182,8,34,2356,1,393,15
20200512 Mississippi,Mississippi,9908,457,2020-05-12,Mississippi,9908,457,1582,97692,6268,234,22,36,1807,1,182,8
20200511 Mississippi,Mississippi,9674,435,2020-05-11,Mississippi,9674,435,1546,95885,6268,173,5,15,14283,1,234,22
20200510 Mississippi,Mississippi,9501,430,2020-05-10,Mississippi,9501,430,1531,81602,4421,123,9,19,123,1,173,5
20200509 Mississippi,Mississippi,9378,421,2020-05-09,Mississippi,9378,421,1512,81479,4421,288,12,34,288,1,123,9
20200508 Mississippi,Mississippi,9090,409,2020-05-08,Mississippi,9090,409,1478,81191,4421,404,13,36,404,1,288,12
20200507 Mississippi,Mississippi,8686,396,2020-05-07,Mississippi,8686,396,1442,80787,4421,262,22,50,262,1,404,13
20200506 Mississippi,Mississippi,8424,374,2020-05-06,Mississippi,8424,374,1392,80525,4421,217,32,40,217,1,262,22
20200505 Mississippi,Mississippi,8207,342,2020-05-05,Mississippi,8207,342,1352,80308,4421,330,32,36,631,1,217,32
20200504 Mississippi,Mississippi,7877,310,2020-05-04,Mississippi,7877,310,1316,79677,4421,327,7,18,2084,1,330,32
20200517 Missouri,Missouri,10213,581,2020-05-17,Missouri,10789,594,NA,146255,NA,114,5,0,6915,1,128,10
20200516 Missouri,Missouri,10096,576,2020-05-16,Missouri,10675,589,NA,139340,NA,219,13,0,4882,1,117,5
20200515 Missouri,Missouri,9918,563,2020-05-15,Missouri,10456,576,NA,134458,NA,139,14,0,7348,1,178,13
20200514 Missouri,Missouri,9756,549,2020-05-14,Missouri,10317,562,NA,127110,NA,175,20,0,2968,1,162,14
20200513 Missouri,Missouri,9596,535,2020-05-13,Missouri,10142,542,NA,124142,NA,136,18,0,2846,1,160,14
20200512 Missouri,Missouri,9478,513,2020-05-12,Missouri,10006,524,NA,121296,NA,88,36,0,5676,1,118,22
20200511 Missouri,Missouri,9374,498,2020-05-11,Missouri,9918,488,NA,115620,NA,74,6,0,74,1,104,15
20200510 Missouri,Missouri,9301,487,2020-05-10,Missouri,9844,482,NA,115546,NA,178,10,0,6648,1,73,11
20200509 Missouri,Missouri,9159,478,2020-05-09,Missouri,9666,472,NA,108898,NA,177,23,0,177,1,142,9
20200508 Missouri,Missouri,8994,467,2020-05-08,Missouri,9489,449,NA,108721,NA,148,31,0,5099,1,165,11
20200507 Missouri,Missouri,8858,433,2020-05-07,Missouri,9341,418,NA,103622,NA,239,22,0,2875,1,136,34
20200506 Missouri,Missouri,8617,412,2020-05-06,Missouri,9102,396,NA,100747,NA,186,19,0,5681,1,241,21
20200505 Missouri,Missouri,8438,393,2020-05-05,Missouri,8916,377,NA,95066,NA,162,19,0,3615,1,179,19
20200504 Missouri,Missouri,8287,370,2020-05-04,Missouri,8754,358,NA,91451,NA,368,6,0,8475,1,151,23
20200517 Montana,Montana,468,16,2020-05-17,Montana,468,16,63,26885,431,0,0,0,794,1,2,0
20200516 Montana,Montana,468,16,2020-05-16,Montana,468,16,63,26091,431,2,0,0,673,1,0,0
20200515 Montana,Montana,466,16,2020-05-15,Montana,466,16,63,25418,431,4,0,0,869,1,2,0
20200514 Montana,Montana,462,16,2020-05-14,Montana,462,16,63,24549,431,0,0,0,697,1,4,0
20200513 Montana,Montana,462,16,2020-05-13,Montana,462,16,63,23852,430,1,0,0,817,1,0,0
20200512 Montana,Montana,461,16,2020-05-12,Montana,461,16,63,23035,425,2,0,1,463,1,1,0
20200511 Montana,Montana,459,16,2020-05-11,Montana,459,16,62,22572,423,1,0,0,868,1,2,0
20200510 Montana,Montana,458,16,2020-05-10,Montana,458,16,62,21704,422,0,0,0,375,1,1,0
20200509 Montana,Montana,458,16,2020-05-09,Montana,458,16,62,21329,422,0,0,0,384,1,0,0
20200508 Montana,Montana,458,16,2020-05-08,Montana,458,16,62,20945,420,2,0,0,698,1,0,0
20200507 Montana,Montana,456,16,2020-05-07,Montana,456,16,62,20247,417,0,0,0,543,1,2,0
20200506 Montana,Montana,456,16,2020-05-06,Montana,456,16,62,19704,417,0,0,0,4432,1,0,0
20200505 Montana,Montana,456,16,2020-05-05,Montana,456,16,62,15272,410,-1,0,0,184,1,0,0
20200504 Montana,Montana,457,16,2020-05-04,Montana,457,16,62,15088,404,2,0,1,81,1,-1,0
20200517 Nebraska,Nebraska,10177,123,2020-05-17,Nebraska,10220,123,NA,65640,NA,448,4,0,5662,1,448,0
20200516 Nebraska,Nebraska,10220,123,2020-05-16,Nebraska,9772,119,NA,59978,NA,356,6,0,2763,1,-43,0
20200515 Nebraska,Nebraska,9610,113,2020-05-15,Nebraska,9416,113,NA,57215,NA,341,6,0,3874,1,610,10
20200514 Nebraska,Nebraska,9260,103,2020-05-14,Nebraska,9075,107,NA,53341,NA,383,4,0,3616,1,350,10
20200513 Nebraska,Nebraska,8912,103,2020-05-13,Nebraska,8692,103,NA,49725,NA,120,3,0,1782,1,348,0
20200512 Nebraska,Nebraska,8532,100,2020-05-12,Nebraska,8572,100,NA,47943,NA,257,2,0,1704,1,380,3
20200511 Nebraska,Nebraska,8407,98,2020-05-11,Nebraska,8315,98,NA,46239,NA,81,2,0,670,1,125,2
20200510 Nebraska,Nebraska,8171,90,2020-05-10,Nebraska,8234,96,NA,45569,NA,403,4,0,2593,1,236,8
20200509 Nebraska,Nebraska,8093,90,2020-05-09,Nebraska,7831,92,NA,42976,NA,641,2,0,2564,1,78,0
20200508 Nebraska,Nebraska,7818,90,2020-05-08,Nebraska,7190,90,NA,40412,NA,419,4,0,2654,1,275,0
20200507 Nebraska,Nebraska,7334,91,2020-05-07,Nebraska,6771,86,NA,37758,NA,333,4,0,1630,1,484,-1
20200506 Nebraska,Nebraska,6689,78,2020-05-06,Nebraska,6438,82,NA,36128,NA,355,4,0,1519,1,645,13
20200505 Nebraska,Nebraska,6373,78,2020-05-05,Nebraska,6083,78,NA,34609,NA,173,0,0,855,1,316,0
20200504 Nebraska,Nebraska,6037,78,2020-05-04,Nebraska,5910,78,NA,33754,NA,584,2,0,2492,1,336,0
20200517 Nevada,Nevada,6949,350,2020-05-17,Nevada,6857,349,NA,80637,272,195,4,0,6973,1,112,8
20200516 Nevada,Nevada,6813,347,2020-05-16,Nevada,6662,345,NA,73664,272,48,6,0,1518,1,136,3
20200515 Nevada,Nevada,6733,343,2020-05-15,Nevada,6614,339,NA,72146,272,115,8,0,2662,1,80,4
20200514 Nevada,Nevada,6504,333,2020-05-14,Nevada,6499,331,NA,69484,244,105,10,0,2812,1,229,10
20200513 Nevada,Nevada,6476,331,2020-05-13,Nevada,6394,321,NA,66672,198,83,9,0,2597,1,28,2
20200512 Nevada,Nevada,6313,321,2020-05-12,Nevada,6311,312,NA,64075,185,159,6,0,3991,1,163,10
20200511 Nevada,Nevada,6152,312,2020-05-11,Nevada,6152,306,NA,60084,183,54,0,0,1275,1,161,9
20200510 Nevada,Nevada,6120,310,2020-05-10,Nevada,6098,306,NA,58809,182,70,5,0,2698,1,32,2
20200509 Nevada,Nevada,6171,313,2020-05-09,Nevada,6028,301,NA,56111,205,144,8,0,2767,1,-51,-3
20200508 Nevada,Nevada,5920,294,2020-05-08,Nevada,5884,293,NA,53344,205,118,7,0,1987,1,251,19
20200507 Nevada,Nevada,5855,297,2020-05-07,Nevada,5766,286,NA,51357,205,103,10,0,2082,1,65,-3
20200506 Nevada,Nevada,5741,289,2020-05-06,Nevada,5663,276,NA,49275,203,69,8,0,1391,1,114,8
20200505 Nevada,Nevada,5660,270,2020-05-05,Nevada,5594,268,NA,47884,200,103,6,0,1718,1,81,19
20200504 Nevada,Nevada,5630,265,2020-05-04,Nevada,5491,262,NA,46166,185,65,5,0,897,1,30,5
20200517 New Hampshire,New Hampshire,3596,172,2020-05-17,New Hampshire,3556,171,347,45968,1258,92,12,12,2076,1,56,0
20200516 New Hampshire,New Hampshire,3556,171,2020-05-16,New Hampshire,3464,159,335,44077,1254,0,0,0,64,1,40,1
20200515 New Hampshire,New Hampshire,3453,151,2020-05-15,New Hampshire,3464,159,335,43155,1247,165,9,9,3437,1,103,20
20200514 New Hampshire,New Hampshire,3382,151,2020-05-14,New Hampshire,3299,150,326,39910,1236,60,8,7,1959,1,71,0
20200513 New Hampshire,New Hampshire,3299,150,2020-05-13,New Hampshire,3239,142,319,37267,1234,79,9,1,1655,1,83,1
20200512 New Hampshire,New Hampshire,3239,142,2020-05-12,New Hampshire,3160,133,318,35615,1231,0,0,0,678,1,60,8
20200511 New Hampshire,New Hampshire,3160,133,2020-05-11,New Hampshire,3160,133,318,35144,1229,149,2,5,1430,1,79,9
20200510 New Hampshire,New Hampshire,3071,133,2020-05-10,New Hampshire,3011,131,313,33965,1228,64,10,4,1155,1,89,0
20200509 New Hampshire,New Hampshire,3011,131,2020-05-09,New Hampshire,2947,121,309,32602,1210,104,7,1,1626,1,60,2
20200508 New Hampshire,New Hampshire,2947,121,2020-05-08,New Hampshire,2843,114,308,31204,1165,103,3,1,1866,1,64,10
20200507 New Hampshire,New Hampshire,2843,114,2020-05-07,New Hampshire,2740,111,307,29151,1110,104,19,12,1073,1,104,7
20200506 New Hampshire,New Hampshire,2741,92,2020-05-06,New Hampshire,2636,92,295,27812,1105,48,6,9,863,1,102,22
20200505 New Hampshire,New Hampshire,2636,92,2020-05-05,New Hampshire,2588,86,286,26949,1019,0,0,0,0,1,105,0
20200504 New Hampshire,New Hampshire,2588,86,2020-05-04,New Hampshire,2588,86,286,27114,1017,159,2,9,-1523,1,48,6
20200517 New Jersey,New Jersey,146504,10363,2020-05-17,New Jersey,146334,10356,NA,487565,23299,1245,107,0,12341,1,1736,76
20200516 New Jersey,New Jersey,145089,10261,2020-05-16,New Jersey,145089,10249,NA,475224,22939,1184,111,0,12252,1,1415,102
20200515 New Jersey,New Jersey,143984,10148,2020-05-15,New Jersey,143905,10138,NA,462972,15642,1201,192,0,11276,1,1105,113
20200514 New Jersey,New Jersey,142704,9946,2020-05-14,New Jersey,142704,9946,NA,451696,15642,1144,244,0,10246,1,1280,202
20200513 New Jersey,New Jersey,141560,9714,2020-05-13,New Jersey,141560,9702,NA,441450,15642,817,194,0,8390,1,1144,232
20200512 New Jersey,New Jersey,140917,9531,2020-05-12,New Jersey,140743,9508,NA,433060,15642,798,198,0,7127,1,643,183
20200511 New Jersey,New Jersey,140206,9340,2020-05-11,New Jersey,139945,9310,NA,425933,15642,1413,55,0,113486,1,711,191
20200510 New Jersey,New Jersey,138754,9256,2020-05-10,New Jersey,138532,9255,NA,313038,15642,1447,139,0,7241,1,1452,84
20200509 New Jersey,New Jersey,137397,9116,2020-05-09,New Jersey,137085,9116,NA,305763,15642,1631,164,0,6447,1,1357,140
20200508 New Jersey,New Jersey,135840,8960,2020-05-08,New Jersey,135454,8952,NA,299312,15642,1819,151,0,6101,1,1557,156
20200507 New Jersey,New Jersey,133991,8807,2020-05-07,New Jersey,133635,8801,NA,293210,15642,1745,252,0,3738,1,1849,153
20200506 New Jersey,New Jersey,131890,8549,2020-05-06,New Jersey,131890,8549,NA,289514,15642,1297,305,0,1297,1,2101,258
20200505 New Jersey,New Jersey,130593,8244,2020-05-05,New Jersey,130593,8244,NA,288173,15642,2324,334,0,10403,1,1297,305
20200504 New Jersey,New Jersey,128269,7910,2020-05-04,New Jersey,128269,7910,NA,277867,15642,1525,39,0,2154,1,2324,334
20200517 New Mexico,New Mexico,5938,265,2020-05-17,New Mexico,5857,259,886,128584,1739,195,6,0,4126,1,158,5
20200516 New Mexico,New Mexico,5847,259,2020-05-16,New Mexico,5662,253,886,124458,1671,159,11,0,4857,1,91,6
20200515 New Mexico,New Mexico,5662,253,2020-05-15,New Mexico,5503,242,886,119601,1576,139,11,0,4590,1,185,6
20200514 New Mexico,New Mexico,5503,242,2020-05-14,New Mexico,5364,231,886,115011,1515,152,12,0,4722,1,159,11
20200513 New Mexico,New Mexico,5364,231,2020-05-13,New Mexico,5212,219,886,110289,1434,143,11,0,3568,1,139,11
20200512 New Mexico,New Mexico,5212,219,2020-05-12,New Mexico,5069,208,886,106721,1300,206,8,97,4223,1,152,12
20200511 New Mexico,New Mexico,5069,208,2020-05-11,New Mexico,4863,200,789,102498,1285,85,9,0,5445,1,143,11
20200510 New Mexico,New Mexico,4863,200,2020-05-10,New Mexico,4778,191,789,97053,1268,105,10,0,3791,1,206,8
20200509 New Mexico,New Mexico,4778,191,2020-05-09,New Mexico,4673,181,789,93262,1189,180,9,29,4230,1,85,9
20200508 New Mexico,New Mexico,4673,181,2020-05-08,New Mexico,4493,172,760,89032,1125,202,3,73,3348,1,105,10
20200507 New Mexico,New Mexico,4493,172,2020-05-07,New Mexico,4291,169,687,85684,1073,153,7,0,2433,1,180,9
20200506 New Mexico,New Mexico,4291,169,2020-05-06,New Mexico,4138,162,687,83251,964,107,6,20,1531,1,202,3
20200505 New Mexico,New Mexico,4138,162,2020-05-05,New Mexico,4031,156,667,81720,842,181,5,80,3743,1,153,7
20200504 New Mexico,New Mexico,4031,156,2020-05-04,New Mexico,3850,151,587,77977,832,118,12,0,3033,1,107,6
20200517 New York,New York,350121,28232,2020-05-17,New York,350121,22619,75525,1413396,61381,1889,141,362,34679,1,1250,107
20200516 New York,New York,348232,28049,2020-05-16,New York,348232,22478,75163,1378717,60796,2419,174,412,40669,1,1889,183
20200515 New York,New York,345813,27878,2020-05-15,New York,345813,22304,74751,1338048,60302,2762,134,318,39291,1,2419,171
20200514 New York,New York,343051,27641,2020-05-14,New York,343051,22170,74433,1298757,59758,2390,157,470,39850,1,2762,237
20200513 New York,New York,340661,27477,2020-05-13,New York,340661,22013,73963,1258907,59193,2176,168,820,33794,1,2390,164
20200512 New York,New York,338485,27284,2020-05-12,New York,338485,21845,73143,1225113,58679,1430,205,0,20462,1,2176,193
20200511 New York,New York,337055,26988,2020-05-11,New York,337055,21640,73143,1204651,58363,1660,162,428,21653,1,1430,296
20200510 New York,New York,335395,26641,2020-05-10,New York,335395,21478,72715,1182998,58006,2273,207,460,29230,1,1660,347
20200509 New York,New York,333122,26612,2020-05-09,New York,333122,21271,72255,1153768,57180,2715,226,576,32225,1,2273,29
20200508 New York,New York,330407,26243,2020-05-08,New York,330407,21045,71679,1121543,56378,2758,217,527,31627,1,2715,369
20200507 New York,New York,327469,26144,2020-05-07,New York,327649,20828,71152,1089916,55547,3671,951,613,33995,1,2938,99
20200506 New York,New York,323978,25623,2020-05-06,New York,323978,19877,70539,1055921,54597,2786,232,672,27022,1,3491,521
20200505 New York,New York,321192,25124,2020-05-05,New York,321192,19645,69867,1028899,58950,2239,230,536,21589,1,2786,499
20200504 New York,New York,318953,24999,2020-05-04,New York,318953,19415,69331,1007310,58950,2538,226,595,21399,1,2239,125
20200517 North Carolina,North Carolina,18673,686,2020-05-17,North Carolina,18512,659,NA,248944,9115,530,7,0,10358,1,534,7
20200516 North Carolina,North Carolina,18130,676,2020-05-16,North Carolina,17982,652,NA,238586,9115,853,11,0,7039,1,543,10
20200515 North Carolina,North Carolina,17494,667,2020-05-15,North Carolina,17129,641,NA,231547,9115,622,26,0,12279,1,636,9
20200514 North Carolina,North Carolina,16968,641,2020-05-14,North Carolina,16507,615,NA,219268,9115,691,18,0,8811,1,526,26
20200513 North Carolina,North Carolina,16352,625,2020-05-13,North Carolina,15816,597,NA,210457,9115,470,20,0,8213,1,616,16
20200512 North Carolina,North Carolina,15622,600,2020-05-12,North Carolina,15346,577,NA,202244,9115,301,27,0,6379,1,730,25
20200511 North Carolina,North Carolina,15274,575,2020-05-11,North Carolina,15045,550,NA,195865,9115,281,3,0,3730,1,348,25
20200510 North Carolina,North Carolina,14938,564,2020-05-10,North Carolina,14764,547,NA,192135,NA,404,3,0,5773,1,336,11
20200509 North Carolina,North Carolina,14478,551,2020-05-09,North Carolina,14360,544,NA,186362,NA,492,17,0,7749,1,460,13
20200508 North Carolina,North Carolina,14006,530,2020-05-08,North Carolina,13868,527,NA,178613,NA,471,20,0,7285,1,472,21
20200507 North Carolina,North Carolina,13540,513,2020-05-07,North Carolina,13397,507,NA,171328,NA,639,30,0,6846,1,466,17
20200506 North Carolina,North Carolina,13053,492,2020-05-06,North Carolina,12758,477,NA,164482,NA,502,25,0,12682,1,487,21
20200505 North Carolina,North Carolina,12510,472,2020-05-05,North Carolina,12256,452,NA,151800,NA,408,22,0,5361,1,543,20
20200504 North Carolina,North Carolina,11971,442,2020-05-04,North Carolina,11848,430,NA,146439,NA,184,8,0,2604,1,539,30
20200517 North Dakota,North Dakota,1900,43,2020-05-17,North Dakota,1900,43,130,55221,1178,52,1,0,1734,1,31,1
20200516 North Dakota,North Dakota,1848,42,2020-05-16,North Dakota,1848,42,130,53487,1111,87,0,0,1772,1,52,1
20200515 North Dakota,North Dakota,1761,42,2020-05-15,North Dakota,1761,42,130,51715,1071,114,2,1,1469,1,87,0
20200514 North Dakota,North Dakota,1712,40,2020-05-14,North Dakota,1647,40,129,50246,1007,0,0,2,1301,1,49,2
20200513 North Dakota,North Dakota,1647,40,2020-05-13,North Dakota,1647,40,127,48945,969,76,2,5,1113,1,65,0
20200512 North Dakota,North Dakota,1571,38,2020-05-12,North Dakota,1571,38,122,47832,877,53,2,7,818,1,76,2
20200511 North Dakota,North Dakota,1518,36,2020-05-11,North Dakota,1518,36,115,47014,846,27,1,5,2145,1,53,2
20200510 North Dakota,North Dakota,1491,35,2020-05-10,North Dakota,1491,35,110,44869,792,27,0,0,936,1,27,1
20200509 North Dakota,North Dakota,1464,35,2020-05-09,North Dakota,1464,35,110,43933,762,39,2,6,1432,1,27,0
20200508 North Dakota,North Dakota,1425,33,2020-05-08,North Dakota,1425,33,104,42501,714,54,2,2,1634,1,39,2
20200507 North Dakota,North Dakota,1371,31,2020-05-07,North Dakota,1371,31,102,40867,601,48,0,5,2235,1,54,2
20200506 North Dakota,North Dakota,1323,31,2020-05-06,North Dakota,1323,31,97,38632,582,57,6,2,2211,1,48,0
20200505 North Dakota,North Dakota,1266,25,2020-05-05,North Dakota,1266,25,95,36421,559,41,0,1,1667,1,57,6
20200504 North Dakota,North Dakota,1225,25,2020-05-04,North Dakota,1225,25,94,34754,540,34,0,4,1401,1,41,0
20200517 Ohio,Ohio,27923,1625,2020-05-17,Ohio,27923,1625,4921,264462,NA,449,15,51,17760,1,531,32
20200516 Ohio,Ohio,27474,1610,2020-05-16,Ohio,27474,1610,4870,246702,NA,520,29,79,520,1,449,15
20200515 Ohio,Ohio,26954,1581,2020-05-15,Ohio,26954,1581,4791,246182,NA,597,47,73,12830,1,520,29
20200514 Ohio,Ohio,26357,1534,2020-05-14,Ohio,26357,1534,4718,233352,NA,636,51,100,7498,1,597,47
20200513 Ohio,Ohio,25721,1483,2020-05-13,Ohio,25721,1483,4618,225854,NA,471,47,79,8123,1,636,51
20200512 Ohio,Ohio,25250,1436,2020-05-12,Ohio,25250,1436,4539,217731,NA,473,79,126,7201,1,471,47
20200511 Ohio,Ohio,24777,1357,2020-05-11,Ohio,24777,1357,4413,210530,NA,696,16,62,5668,1,473,79
20200510 Ohio,Ohio,24081,1341,2020-05-10,Ohio,24081,1341,4351,204862,NA,384,10,51,8192,1,696,16
20200509 Ohio,Ohio,23697,1331,2020-05-09,Ohio,23697,1331,4300,196670,NA,681,25,82,12354,1,384,10
20200508 Ohio,Ohio,23016,1306,2020-05-08,Ohio,23016,1306,4218,184316,NA,885,35,78,8257,1,681,25
20200507 Ohio,Ohio,22131,1271,2020-05-07,Ohio,22131,1271,4140,176059,NA,555,46,88,7130,1,885,35
20200506 Ohio,Ohio,21576,1225,2020-05-06,Ohio,21576,1225,4052,168929,NA,607,90,96,8194,1,555,46
20200505 Ohio,Ohio,20969,1135,2020-05-05,Ohio,20969,1135,3956,160735,NA,495,79,147,5580,1,607,90
20200504 Ohio,Ohio,20474,1057,2020-05-04,Ohio,20474,1056,3809,155155,NA,560,18,40,4989,1,495,78
20200517 Oklahoma,Oklahoma,5310,288,2020-05-17,Oklahoma,5310,288,880,123472,3983,73,0,2,73,1,88,0
20200516 Oklahoma,Oklahoma,5237,288,2020-05-16,Oklahoma,5237,288,878,123399,3945,151,3,15,5207,1,73,0
20200515 Oklahoma,Oklahoma,5087,285,2020-05-15,Oklahoma,5086,285,863,118192,3801,124,1,5,6009,1,150,3
20200514 Oklahoma,Oklahoma,4963,284,2020-05-14,Oklahoma,4962,284,858,112183,3660,110,6,10,3056,1,124,1
20200513 Oklahoma,Oklahoma,4858,278,2020-05-13,Oklahoma,4852,278,848,109127,3559,120,0,20,13016,1,105,6
20200512 Oklahoma,Oklahoma,4732,278,2020-05-12,Oklahoma,4732,278,828,96111,3423,119,4,0,119,1,126,0
