"state","county","county_full","neighbor_state","neighbor_county","neighbor_county_full"
"MO","Cass","Cass-MO","KS","Miami","Miami-KS"
"MO","Cass","Cass-MO","MO","Bates","Bates-MO"
"MO","Cass","Cass-MO","MO","Cass","Cass-MO"
"MO","Cass","Cass-MO","MO","Henry","Henry-MO"
"MO","Cass","Cass-MO","MO","Jackson","Jackson-MO"
"MO","Cass","Cass-MO","MO","Johnson","Johnson-MO"
"MO","Cedar","Cedar-MO","MO","Barton","Barton-MO"
"MO","Cedar","Cedar-MO","MO","Cedar","Cedar-MO"
"MO","Cedar","Cedar-MO","MO","Dade","Dade-MO"
"MO","Cedar","Cedar-MO","MO","Polk","Polk-MO"
"MO","Cedar","Cedar-MO","MO","St. Clair","St. Clair-MO"
"MO","Cedar","Cedar-MO","MO","Vernon","Vernon-MO"
"MO","Chariton","Chariton-MO","MO","Carroll","Carroll-MO"
"MO","Chariton","Chariton-MO","MO","Chariton","Chariton-MO"
"MO","Chariton","Chariton-MO","MO","Howard","Howard-MO"
"MO","Chariton","Chariton-MO","MO","Linn","Linn-MO"
"MO","Chariton","Chariton-MO","MO","Livingston","Livingston-MO"
"MO","Chariton","Chariton-MO","MO","Macon","Macon-MO"
"MO","Chariton","Chariton-MO","MO","Randolph","Randolph-MO"
"MO","Chariton","Chariton-MO","MO","Saline","Saline-MO"
"MO","Christian","Christian-MO","MO","Christian","Christian-MO"
"MO","Christian","Christian-MO","MO","Douglas","Douglas-MO"
"MO","Christian","Christian-MO","MO","Greene","Greene-MO"
"MO","Christian","Christian-MO","MO","Lawrence","Lawrence-MO"
"MO","Christian","Christian-MO","MO","Stone","Stone-MO"
"MO","Christian","Christian-MO","MO","Taney","Taney-MO"
"MO","Christian","Christian-MO","MO","Webster","Webster-MO"
"MO","Clark","Clark-MO","IL","Hancock","Hancock-IL"
"MO","Clark","Clark-MO","IA","Lee","Lee-IA"
"MO","Clark","Clark-MO","IA","Van Buren","Van Buren-IA"
"MO","Clark","Clark-MO","MO","Clark","Clark-MO"
"MO","Clark","Clark-MO","MO","Knox","Knox-MO"
"MO","Clark","Clark-MO","MO","Lewis","Lewis-MO"
"MO","Clark","Clark-MO","MO","Scotland","Scotland-MO"
"MO","Clay","Clay-MO","KS","Wyandotte","Wyandotte-KS"
"MO","Clay","Clay-MO","MO","Clay","Clay-MO"
"MO","Clay","Clay-MO","MO","Clinton","Clinton-MO"
"MO","Clay","Clay-MO","MO","Jackson","Jackson-MO"
"MO","Clay","Clay-MO","MO","Platte","Platte-MO"
"MO","Clay","Clay-MO","MO","Ray","Ray-MO"
"MO","Clinton","Clinton-MO","MO","Buchanan","Buchanan-MO"
"MO","Clinton","Clinton-MO","MO","Caldwell","Caldwell-MO"
"MO","Clinton","Clinton-MO","MO","Clay","Clay-MO"
"MO","Clinton","Clinton-MO","MO","Clinton","Clinton-MO"
"MO","Clinton","Clinton-MO","MO","DeKalb","DeKalb-MO"
"MO","Clinton","Clinton-MO","MO","Platte","Platte-MO"
"MO","Clinton","Clinton-MO","MO","Ray","Ray-MO"
"MO","Cole","Cole-MO","MO","Boone","Boone-MO"
"MO","Cole","Cole-MO","MO","Callaway","Callaway-MO"
"MO","Cole","Cole-MO","MO","Cole","Cole-MO"
"MO","Cole","Cole-MO","MO","Miller","Miller-MO"
"MO","Cole","Cole-MO","MO","Moniteau","Moniteau-MO"
"MO","Cole","Cole-MO","MO","Osage","Osage-MO"
"MO","Cooper","Cooper-MO","MO","Boone","Boone-MO"
"MO","Cooper","Cooper-MO","MO","Cooper","Cooper-MO"
"MO","Cooper","Cooper-MO","MO","Howard","Howard-MO"
"MO","Cooper","Cooper-MO","MO","Moniteau","Moniteau-MO"
"MO","Cooper","Cooper-MO","MO","Morgan","Morgan-MO"
"MO","Cooper","Cooper-MO","MO","Pettis","Pettis-MO"
"MO","Cooper","Cooper-MO","MO","Saline","Saline-MO"
"MO","Crawford","Crawford-MO","MO","Crawford","Crawford-MO"
"MO","Crawford","Crawford-MO","MO","Dent","Dent-MO"
"MO","Crawford","Crawford-MO","MO","Franklin","Franklin-MO"
"MO","Crawford","Crawford-MO","MO","Gasconade","Gasconade-MO"
"MO","Crawford","Crawford-MO","MO","Iron","Iron-MO"
"MO","Crawford","Crawford-MO","MO","Phelps","Phelps-MO"
"MO","Crawford","Crawford-MO","MO","Washington","Washington-MO"
"MO","Dade","Dade-MO","MO","Barton","Barton-MO"
"MO","Dade","Dade-MO","MO","Cedar","Cedar-MO"
"MO","Dade","Dade-MO","MO","Dade","Dade-MO"
"MO","Dade","Dade-MO","MO","Greene","Greene-MO"
"MO","Dade","Dade-MO","MO","Jasper","Jasper-MO"
"MO","Dade","Dade-MO","MO","Lawrence","Lawrence-MO"
"MO","Dade","Dade-MO","MO","Polk","Polk-MO"
"MO","Dallas","Dallas-MO","MO","Camden","Camden-MO"
"MO","Dallas","Dallas-MO","MO","Dallas","Dallas-MO"
"MO","Dallas","Dallas-MO","MO","Greene","Greene-MO"
"MO","Dallas","Dallas-MO","MO","Hickory","Hickory-MO"
"MO","Dallas","Dallas-MO","MO","Laclede","Laclede-MO"
"MO","Dallas","Dallas-MO","MO","Polk","Polk-MO"
"MO","Dallas","Dallas-MO","MO","Webster","Webster-MO"
"MO","Daviess","Daviess-MO","MO","Caldwell","Caldwell-MO"
"MO","Daviess","Daviess-MO","MO","Daviess","Daviess-MO"
"MO","Daviess","Daviess-MO","MO","DeKalb","DeKalb-MO"
"MO","Daviess","Daviess-MO","MO","Gentry","Gentry-MO"
"MO","Daviess","Daviess-MO","MO","Grundy","Grundy-MO"
"MO","Daviess","Daviess-MO","MO","Harrison","Harrison-MO"
"MO","Daviess","Daviess-MO","MO","Livingston","Livingston-MO"
"MO","DeKalb","DeKalb-MO","MO","Andrew","Andrew-MO"
"MO","DeKalb","DeKalb-MO","MO","Buchanan","Buchanan-MO"
"MO","DeKalb","DeKalb-MO","MO","Caldwell","Caldwell-MO"
"MO","DeKalb","DeKalb-MO","MO","Clinton","Clinton-MO"
"MO","DeKalb","DeKalb-MO","MO","Daviess","Daviess-MO"
"MO","DeKalb","DeKalb-MO","MO","DeKalb","DeKalb-MO"
"MO","DeKalb","DeKalb-MO","MO","Gentry","Gentry-MO"
"MO","Dent","Dent-MO","MO","Crawford","Crawford-MO"
"MO","Dent","Dent-MO","MO","Dent","Dent-MO"
"MO","Dent","Dent-MO","MO","Iron","Iron-MO"
"MO","Dent","Dent-MO","MO","Phelps","Phelps-MO"
"MO","Dent","Dent-MO","MO","Reynolds","Reynolds-MO"
"MO","Dent","Dent-MO","MO","Shannon","Shannon-MO"
"MO","Dent","Dent-MO","MO","Texas","Texas-MO"
"MO","Douglas","Douglas-MO","MO","Christian","Christian-MO"
"MO","Douglas","Douglas-MO","MO","Douglas","Douglas-MO"
"MO","Douglas","Douglas-MO","MO","Howell","Howell-MO"
"MO","Douglas","Douglas-MO","MO","Ozark","Ozark-MO"
"MO","Douglas","Douglas-MO","MO","Taney","Taney-MO"
"MO","Douglas","Douglas-MO","MO","Texas","Texas-MO"
"MO","Douglas","Douglas-MO","MO","Webster","Webster-MO"
"MO","Douglas","Douglas-MO","MO","Wright","Wright-MO"
"MO","Dunklin","Dunklin-MO","AR","Clay","Clay-AR"
"MO","Dunklin","Dunklin-MO","AR","Craighead","Craighead-AR"
"MO","Dunklin","Dunklin-MO","AR","Greene","Greene-AR"
"MO","Dunklin","Dunklin-MO","AR","Mississippi","Mississippi-AR"
"MO","Dunklin","Dunklin-MO","MO","Butler","Butler-MO"
"MO","Dunklin","Dunklin-MO","MO","Dunklin","Dunklin-MO"
"MO","Dunklin","Dunklin-MO","MO","New Madrid","New Madrid-MO"
"MO","Dunklin","Dunklin-MO","MO","Pemiscot","Pemiscot-MO"
"MO","Dunklin","Dunklin-MO","MO","Stoddard","Stoddard-MO"
"MO","Franklin","Franklin-MO","MO","Crawford","Crawford-MO"
"MO","Franklin","Franklin-MO","MO","Franklin","Franklin-MO"
"MO","Franklin","Franklin-MO","MO","Gasconade","Gasconade-MO"
"MO","Franklin","Franklin-MO","MO","Jefferson","Jefferson-MO"
"MO","Franklin","Franklin-MO","MO","St. Charles","St. Charles-MO"
"MO","Franklin","Franklin-MO","MO","St. Louis","St. Louis-MO"
"MO","Franklin","Franklin-MO","MO","Warren","Warren-MO"
"MO","Franklin","Franklin-MO","MO","Washington","Washington-MO"
"MO","Gasconade","Gasconade-MO","MO","Crawford","Crawford-MO"
"MO","Gasconade","Gasconade-MO","MO","Franklin","Franklin-MO"
"MO","Gasconade","Gasconade-MO","MO","Gasconade","Gasconade-MO"
"MO","Gasconade","Gasconade-MO","MO","Maries","Maries-MO"
"MO","Gasconade","Gasconade-MO","MO","Montgomery","Montgomery-MO"
"MO","Gasconade","Gasconade-MO","MO","Osage","Osage-MO"
"MO","Gasconade","Gasconade-MO","MO","Phelps","Phelps-MO"
"MO","Gasconade","Gasconade-MO","MO","Warren","Warren-MO"
"MO","Gentry","Gentry-MO","MO","Andrew","Andrew-MO"
"MO","Gentry","Gentry-MO","MO","Daviess","Daviess-MO"
"MO","Gentry","Gentry-MO","MO","DeKalb","DeKalb-MO"
"MO","Gentry","Gentry-MO","MO","Gentry","Gentry-MO"
"MO","Gentry","Gentry-MO","MO","Harrison","Harrison-MO"
"MO","Gentry","Gentry-MO","MO","Nodaway","Nodaway-MO"
"MO","Gentry","Gentry-MO","MO","Worth","Worth-MO"
"MO","Greene","Greene-MO","MO","Christian","Christian-MO"
"MO","Greene","Greene-MO","MO","Dade","Dade-MO"
"MO","Greene","Greene-MO","MO","Dallas","Dallas-MO"
"MO","Greene","Greene-MO","MO","Greene","Greene-MO"
"MO","Greene","Greene-MO","MO","Lawrence","Lawrence-MO"
"MO","Greene","Greene-MO","MO","Polk","Polk-MO"
"MO","Greene","Greene-MO","MO","Webster","Webster-MO"
"MO","Grundy","Grundy-MO","MO","Daviess","Daviess-MO"
"MO","Grundy","Grundy-MO","MO","Grundy","Grundy-MO"
"MO","Grundy","Grundy-MO","MO","Harrison","Harrison-MO"
"MO","Grundy","Grundy-MO","MO","Linn","Linn-MO"
"MO","Grundy","Grundy-MO","MO","Livingston","Livingston-MO"
"MO","Grundy","Grundy-MO","MO","Mercer","Mercer-MO"
"MO","Grundy","Grundy-MO","MO","Sullivan","Sullivan-MO"
"MO","Harrison","Harrison-MO","IA","Decatur","Decatur-IA"
"MO","Harrison","Harrison-MO","IA","Ringgold","Ringgold-IA"
"MO","Harrison","Harrison-MO","MO","Daviess","Daviess-MO"
"MO","Harrison","Harrison-MO","MO","Gentry","Gentry-MO"
"MO","Harrison","Harrison-MO","MO","Grundy","Grundy-MO"
"MO","Harrison","Harrison-MO","MO","Harrison","Harrison-MO"
"MO","Harrison","Harrison-MO","MO","Mercer","Mercer-MO"
"MO","Harrison","Harrison-MO","MO","Worth","Worth-MO"
"MO","Henry","Henry-MO","MO","Bates","Bates-MO"
"MO","Henry","Henry-MO","MO","Benton","Benton-MO"
"MO","Henry","Henry-MO","MO","Cass","Cass-MO"
"MO","Henry","Henry-MO","MO","Henry","Henry-MO"
"MO","Henry","Henry-MO","MO","Johnson","Johnson-MO"
"MO","Henry","Henry-MO","MO","Pettis","Pettis-MO"
"MO","Henry","Henry-MO","MO","St. Clair","St. Clair-MO"
"MO","Hickory","Hickory-MO","MO","Benton","Benton-MO"
"MO","Hickory","Hickory-MO","MO","Camden","Camden-MO"
"MO","Hickory","Hickory-MO","MO","Dallas","Dallas-MO"
"MO","Hickory","Hickory-MO","MO","Hickory","Hickory-MO"
"MO","Hickory","Hickory-MO","MO","Polk","Polk-MO"
"MO","Hickory","Hickory-MO","MO","St. Clair","St. Clair-MO"
"MO","Holt","Holt-MO","KS","Doniphan","Doniphan-KS"
"MO","Holt","Holt-MO","MO","Andrew","Andrew-MO"
"MO","Holt","Holt-MO","MO","Atchison","Atchison-MO"
"MO","Holt","Holt-MO","MO","Holt","Holt-MO"
"MO","Holt","Holt-MO","MO","Nodaway","Nodaway-MO"
"MO","Holt","Holt-MO","NE","Nemaha","Nemaha-NE"
"MO","Holt","Holt-MO","NE","Richardson","Richardson-NE"
"MO","Howard","Howard-MO","MO","Boone","Boone-MO"
"MO","Howard","Howard-MO","MO","Chariton","Chariton-MO"
"MO","Howard","Howard-MO","MO","Cooper","Cooper-MO"
"MO","Howard","Howard-MO","MO","Howard","Howard-MO"
"MO","Howard","Howard-MO","MO","Randolph","Randolph-MO"
"MO","Howard","Howard-MO","MO","Saline","Saline-MO"
"MO","Howell","Howell-MO","AR","Fulton","Fulton-AR"
"MO","Howell","Howell-MO","MO","Douglas","Douglas-MO"
"MO","Howell","Howell-MO","MO","Howell","Howell-MO"
"MO","Howell","Howell-MO","MO","Oregon","Oregon-MO"
"MO","Howell","Howell-MO","MO","Ozark","Ozark-MO"
"MO","Howell","Howell-MO","MO","Shannon","Shannon-MO"
"MO","Howell","Howell-MO","MO","Texas","Texas-MO"
"MO","Iron","Iron-MO","MO","Crawford","Crawford-MO"
"MO","Iron","Iron-MO","MO","Dent","Dent-MO"
"MO","Iron","Iron-MO","MO","Iron","Iron-MO"
"MO","Iron","Iron-MO","MO","Madison","Madison-MO"
"MO","Iron","Iron-MO","MO","Reynolds","Reynolds-MO"
"MO","Iron","Iron-MO","MO","St. Francois","St. Francois-MO"
"MO","Iron","Iron-MO","MO","Washington","Washington-MO"
"MO","Iron","Iron-MO","MO","Wayne","Wayne-MO"
"MO","Jackson","Jackson-MO","KS","Johnson","Johnson-KS"
"MO","Jackson","Jackson-MO","KS","Wyandotte","Wyandotte-KS"
"MO","Jackson","Jackson-MO","MO","Cass","Cass-MO"
"MO","Jackson","Jackson-MO","MO","Clay","Clay-MO"
"MO","Jackson","Jackson-MO","MO","Jackson","Jackson-MO"
"MO","Jackson","Jackson-MO","MO","Johnson","Johnson-MO"
"MO","Jackson","Jackson-MO","MO","Lafayette","Lafayette-MO"
"MO","Jackson","Jackson-MO","MO","Ray","Ray-MO"
"MO","Jasper","Jasper-MO","KS","Cherokee","Cherokee-KS"
"MO","Jasper","Jasper-MO","KS","Crawford","Crawford-KS"
"MO","Jasper","Jasper-MO","MO","Barton","Barton-MO"
"MO","Jasper","Jasper-MO","MO","Dade","Dade-MO"
"MO","Jasper","Jasper-MO","MO","Jasper","Jasper-MO"
"MO","Jasper","Jasper-MO","MO","Lawrence","Lawrence-MO"
"MO","Jasper","Jasper-MO","MO","Newton","Newton-MO"
"MO","Jefferson","Jefferson-MO","IL","Monroe","Monroe-IL"
"MO","Jefferson","Jefferson-MO","MO","Franklin","Franklin-MO"
"MO","Jefferson","Jefferson-MO","MO","Jefferson","Jefferson-MO"
"MO","Jefferson","Jefferson-MO","MO","Ste. Genevieve","Ste. Genevieve-MO"
"MO","Jefferson","Jefferson-MO","MO","St. Francois","St. Francois-MO"
"MO","Jefferson","Jefferson-MO","MO","St. Louis","St. Louis-MO"
"MO","Jefferson","Jefferson-MO","MO","Washington","Washington-MO"
"MO","Johnson","Johnson-MO","MO","Cass","Cass-MO"
"MO","Johnson","Johnson-MO","MO","Henry","Henry-MO"
"MO","Johnson","Johnson-MO","MO","Jackson","Jackson-MO"
"MO","Johnson","Johnson-MO","MO","Johnson","Johnson-MO"
"MO","Johnson","Johnson-MO","MO","Lafayette","Lafayette-MO"
"MO","Johnson","Johnson-MO","MO","Pettis","Pettis-MO"
"MO","Knox","Knox-MO","MO","Adair","Adair-MO"
"MO","Knox","Knox-MO","MO","Clark","Clark-MO"
"MO","Knox","Knox-MO","MO","Knox","Knox-MO"
"MO","Knox","Knox-MO","MO","Lewis","Lewis-MO"
"MO","Knox","Knox-MO","MO","Macon","Macon-MO"
"MO","Knox","Knox-MO","MO","Scotland","Scotland-MO"
"MO","Knox","Knox-MO","MO","Shelby","Shelby-MO"
"MO","Laclede","Laclede-MO","MO","Camden","Camden-MO"
"MO","Laclede","Laclede-MO","MO","Dallas","Dallas-MO"
"MO","Laclede","Laclede-MO","MO","Laclede","Laclede-MO"
"MO","Laclede","Laclede-MO","MO","Pulaski","Pulaski-MO"
"MO","Laclede","Laclede-MO","MO","Texas","Texas-MO"
"MO","Laclede","Laclede-MO","MO","Webster","Webster-MO"
"MO","Laclede","Laclede-MO","MO","Wright","Wright-MO"
"MO","Lafayette","Lafayette-MO","MO","Carroll","Carroll-MO"
"MO","Lafayette","Lafayette-MO","MO","Jackson","Jackson-MO"
"MO","Lafayette","Lafayette-MO","MO","Johnson","Johnson-MO"
"MO","Lafayette","Lafayette-MO","MO","Lafayette","Lafayette-MO"
"MO","Lafayette","Lafayette-MO","MO","Pettis","Pettis-MO"
"MO","Lafayette","Lafayette-MO","MO","Ray","Ray-MO"
"MO","Lafayette","Lafayette-MO","MO","Saline","Saline-MO"
"MO","Lawrence","Lawrence-MO","MO","Barry","Barry-MO"
"MO","Lawrence","Lawrence-MO","MO","Christian","Christian-MO"
"MO","Lawrence","Lawrence-MO","MO","Dade","Dade-MO"
"MO","Lawrence","Lawrence-MO","MO","Greene","Greene-MO"
"MO","Lawrence","Lawrence-MO","MO","Jasper","Jasper-MO"
"MO","Lawrence","Lawrence-MO","MO","Lawrence","Lawrence-MO"
"MO","Lawrence","Lawrence-MO","MO","Newton","Newton-MO"
"MO","Lawrence","Lawrence-MO","MO","Stone","Stone-MO"
"MO","Lewis","Lewis-MO","IL","Adams","Adams-IL"
"MO","Lewis","Lewis-MO","IL","Hancock","Hancock-IL"
"MO","Lewis","Lewis-MO","MO","Clark","Clark-MO"
"MO","Lewis","Lewis-MO","MO","Knox","Knox-MO"
"MO","Lewis","Lewis-MO","MO","Lewis","Lewis-MO"
"MO","Lewis","Lewis-MO","MO","Marion","Marion-MO"
"MO","Lewis","Lewis-MO","MO","Shelby","Shelby-MO"
"MO","Lincoln","Lincoln-MO","IL","Calhoun","Calhoun-IL"
"MO","Lincoln","Lincoln-MO","MO","Lincoln","Lincoln-MO"
"MO","Lincoln","Lincoln-MO","MO","Montgomery","Montgomery-MO"
"MO","Lincoln","Lincoln-MO","MO","Pike","Pike-MO"
"MO","Lincoln","Lincoln-MO","MO","St. Charles","St. Charles-MO"
"MO","Lincoln","Lincoln-MO","MO","Warren","Warren-MO"
"MO","Linn","Linn-MO","MO","Adair","Adair-MO"
"MO","Linn","Linn-MO","MO","Chariton","Chariton-MO"
"MO","Linn","Linn-MO","MO","Grundy","Grundy-MO"
"MO","Linn","Linn-MO","MO","Linn","Linn-MO"
"MO","Linn","Linn-MO","MO","Livingston","Livingston-MO"
"MO","Linn","Linn-MO","MO","Macon","Macon-MO"
"MO","Linn","Linn-MO","MO","Sullivan","Sullivan-MO"
"MO","Livingston","Livingston-MO","MO","Caldwell","Caldwell-MO"
"MO","Livingston","Livingston-MO","MO","Carroll","Carroll-MO"
"MO","Livingston","Livingston-MO","MO","Chariton","Chariton-MO"
"MO","Livingston","Livingston-MO","MO","Daviess","Daviess-MO"
"MO","Livingston","Livingston-MO","MO","Grundy","Grundy-MO"
"MO","Livingston","Livingston-MO","MO","Linn","Linn-MO"
"MO","Livingston","Livingston-MO","MO","Livingston","Livingston-MO"
"MO","McDonald","McDonald-MO","AR","Benton","Benton-AR"
"MO","McDonald","McDonald-MO","MO","Barry","Barry-MO"
"MO","McDonald","McDonald-MO","MO","McDonald","McDonald-MO"
"MO","McDonald","McDonald-MO","MO","Newton","Newton-MO"
"MO","McDonald","McDonald-MO","OK","Delaware","Delaware-OK"
"MO","McDonald","McDonald-MO","OK","Ottawa","Ottawa-OK"
"MO","Macon","Macon-MO","MO","Adair","Adair-MO"
"MO","Macon","Macon-MO","MO","Chariton","Chariton-MO"
"MO","Macon","Macon-MO","MO","Knox","Knox-MO"
"MO","Macon","Macon-MO","MO","Linn","Linn-MO"
"MO","Macon","Macon-MO","MO","Macon","Macon-MO"
"MO","Macon","Macon-MO","MO","Monroe","Monroe-MO"
"MO","Macon","Macon-MO","MO","Randolph","Randolph-MO"
"MO","Macon","Macon-MO","MO","Shelby","Shelby-MO"
"MO","Madison","Madison-MO","MO","Bollinger","Bollinger-MO"
"MO","Madison","Madison-MO","MO","Iron","Iron-MO"
"MO","Madison","Madison-MO","MO","Madison","Madison-MO"
"MO","Madison","Madison-MO","MO","Perry","Perry-MO"
"MO","Madison","Madison-MO","MO","St. Francois","St. Francois-MO"
"MO","Madison","Madison-MO","MO","Wayne","Wayne-MO"
"MO","Maries","Maries-MO","MO","Gasconade","Gasconade-MO"
"MO","Maries","Maries-MO","MO","Maries","Maries-MO"
"MO","Maries","Maries-MO","MO","Miller","Miller-MO"
"MO","Maries","Maries-MO","MO","Osage","Osage-MO"
"MO","Maries","Maries-MO","MO","Phelps","Phelps-MO"
"MO","Maries","Maries-MO","MO","Pulaski","Pulaski-MO"
"MO","Marion","Marion-MO","IL","Adams","Adams-IL"
"MO","Marion","Marion-MO","IL","Pike","Pike-IL"
"MO","Marion","Marion-MO","MO","Lewis","Lewis-MO"
"MO","Marion","Marion-MO","MO","Marion","Marion-MO"
"MO","Marion","Marion-MO","MO","Monroe","Monroe-MO"
"MO","Marion","Marion-MO","MO","Ralls","Ralls-MO"
"MO","Marion","Marion-MO","MO","Shelby","Shelby-MO"
"MO","Mercer","Mercer-MO","IA","Decatur","Decatur-IA"
"MO","Mercer","Mercer-MO","IA","Wayne","Wayne-IA"
"MO","Mercer","Mercer-MO","MO","Grundy","Grundy-MO"
"MO","Mercer","Mercer-MO","MO","Harrison","Harrison-MO"
"MO","Mercer","Mercer-MO","MO","Mercer","Mercer-MO"
"MO","Mercer","Mercer-MO","MO","Putnam","Putnam-MO"
"MO","Mercer","Mercer-MO","MO","Sullivan","Sullivan-MO"
"MO","Miller","Miller-MO","MO","Camden","Camden-MO"
"MO","Miller","Miller-MO","MO","Cole","Cole-MO"
"MO","Miller","Miller-MO","MO","Maries","Maries-MO"
"MO","Miller","Miller-MO","MO","Miller","Miller-MO"
"MO","Miller","Miller-MO","MO","Moniteau","Moniteau-MO"
"MO","Miller","Miller-MO","MO","Morgan","Morgan-MO"
"MO","Miller","Miller-MO","MO","Osage","Osage-MO"
"MO","Miller","Miller-MO","MO","Pulaski","Pulaski-MO"
"MO","Mississippi","Mississippi-MO","IL","Alexander","Alexander-IL"
"MO","Mississippi","Mississippi-MO","KY","Ballard","Ballard-KY"
"MO","Mississippi","Mississippi-MO","KY","Carlisle","Carlisle-KY"
"MO","Mississippi","Mississippi-MO","KY","Fulton","Fulton-KY"
"MO","Mississippi","Mississippi-MO","KY","Hickman","Hickman-KY"
"MO","Mississippi","Mississippi-MO","MO","Mississippi","Mississippi-MO"
"MO","Mississippi","Mississippi-MO","MO","New Madrid","New Madrid-MO"
"MO","Mississippi","Mississippi-MO","MO","Scott","Scott-MO"
"MO","Moniteau","Moniteau-MO","MO","Boone","Boone-MO"
"MO","Moniteau","Moniteau-MO","MO","Cole","Cole-MO"
"MO","Moniteau","Moniteau-MO","MO","Cooper","Cooper-MO"
"MO","Moniteau","Moniteau-MO","MO","Miller","Miller-MO"
"MO","Moniteau","Moniteau-MO","MO","Moniteau","Moniteau-MO"
"MO","Moniteau","Moniteau-MO","MO","Morgan","Morgan-MO"
"MO","Monroe","Monroe-MO","MO","Audrain","Audrain-MO"
"MO","Monroe","Monroe-MO","MO","Macon","Macon-MO"
"MO","Monroe","Monroe-MO","MO","Marion","Marion-MO"
"MO","Monroe","Monroe-MO","MO","Monroe","Monroe-MO"
"MO","Monroe","Monroe-MO","MO","Ralls","Ralls-MO"
"MO","Monroe","Monroe-MO","MO","Randolph","Randolph-MO"
"MO","Monroe","Monroe-MO","MO","Shelby","Shelby-MO"
"MO","Montgomery","Montgomery-MO","MO","Audrain","Audrain-MO"
"MO","Montgomery","Montgomery-MO","MO","Callaway","Callaway-MO"
"MO","Montgomery","Montgomery-MO","MO","Gasconade","Gasconade-MO"
"MO","Montgomery","Montgomery-MO","MO","Lincoln","Lincoln-MO"
"MO","Montgomery","Montgomery-MO","MO","Montgomery","Montgomery-MO"
"MO","Montgomery","Montgomery-MO","MO","Osage","Osage-MO"
"MO","Montgomery","Montgomery-MO","MO","Pike","Pike-MO"
"MO","Montgomery","Montgomery-MO","MO","Warren","Warren-MO"
"MO","Morgan","Morgan-MO","MO","Benton","Benton-MO"
"MO","Morgan","Morgan-MO","MO","Camden","Camden-MO"
"MO","Morgan","Morgan-MO","MO","Cooper","Cooper-MO"
"MO","Morgan","Morgan-MO","MO","Miller","Miller-MO"
"MO","Morgan","Morgan-MO","MO","Moniteau","Moniteau-MO"
"MO","Morgan","Morgan-MO","MO","Morgan","Morgan-MO"
"MO","Morgan","Morgan-MO","MO","Pettis","Pettis-MO"
"MO","New Madrid","New Madrid-MO","KY","Fulton","Fulton-KY"
"MO","New Madrid","New Madrid-MO","MO","Dunklin","Dunklin-MO"
"MO","New Madrid","New Madrid-MO","MO","Mississippi","Mississippi-MO"
"MO","New Madrid","New Madrid-MO","MO","New Madrid","New Madrid-MO"
"MO","New Madrid","New Madrid-MO","MO","Pemiscot","Pemiscot-MO"
"MO","New Madrid","New Madrid-MO","MO","Scott","Scott-MO"
"MO","New Madrid","New Madrid-MO","MO","Stoddard","Stoddard-MO"
"MO","New Madrid","New Madrid-MO","TN","Lake","Lake-TN"
"MO","Newton","Newton-MO","KS","Cherokee","Cherokee-KS"
"MO","Newton","Newton-MO","MO","Barry","Barry-MO"
"MO","Newton","Newton-MO","MO","Jasper","Jasper-MO"
"MO","Newton","Newton-MO","MO","Lawrence","Lawrence-MO"
"MO","Newton","Newton-MO","MO","McDonald","McDonald-MO"
"MO","Newton","Newton-MO","MO","Newton","Newton-MO"
"MO","Newton","Newton-MO","OK","Ottawa","Ottawa-OK"
"MO","Nodaway","Nodaway-MO","IA","Page","Page-IA"
"MO","Nodaway","Nodaway-MO","IA","Taylor","Taylor-IA"
"MO","Nodaway","Nodaway-MO","MO","Andrew","Andrew-MO"
"MO","Nodaway","Nodaway-MO","MO","Atchison","Atchison-MO"
"MO","Nodaway","Nodaway-MO","MO","Gentry","Gentry-MO"
"MO","Nodaway","Nodaway-MO","MO","Holt","Holt-MO"
"MO","Nodaway","Nodaway-MO","MO","Nodaway","Nodaway-MO"
"MO","Nodaway","Nodaway-MO","MO","Worth","Worth-MO"
"MO","Oregon","Oregon-MO","AR","Fulton","Fulton-AR"
"MO","Oregon","Oregon-MO","AR","Randolph","Randolph-AR"
"MO","Oregon","Oregon-MO","AR","Sharp","Sharp-AR"
"MO","Oregon","Oregon-MO","MO","Carter","Carter-MO"
"MO","Oregon","Oregon-MO","MO","Howell","Howell-MO"
"MO","Oregon","Oregon-MO","MO","Oregon","Oregon-MO"
"MO","Oregon","Oregon-MO","MO","Ripley","Ripley-MO"
"MO","Oregon","Oregon-MO","MO","Shannon","Shannon-MO"
"MO","Osage","Osage-MO","MO","Callaway","Callaway-MO"
"MO","Osage","Osage-MO","MO","Cole","Cole-MO"
"MO","Osage","Osage-MO","MO","Gasconade","Gasconade-MO"
"MO","Osage","Osage-MO","MO","Maries","Maries-MO"
"MO","Osage","Osage-MO","MO","Miller","Miller-MO"
"MO","Osage","Osage-MO","MO","Montgomery","Montgomery-MO"
"MO","Osage","Osage-MO","MO","Osage","Osage-MO"
"MO","Ozark","Ozark-MO","AR","Baxter","Baxter-AR"
"MO","Ozark","Ozark-MO","AR","Fulton","Fulton-AR"
"MO","Ozark","Ozark-MO","AR","Marion","Marion-AR"
"MO","Ozark","Ozark-MO","MO","Douglas","Douglas-MO"
"MO","Ozark","Ozark-MO","MO","Howell","Howell-MO"
"MO","Ozark","Ozark-MO","MO","Ozark","Ozark-MO"
"MO","Ozark","Ozark-MO","MO","Taney","Taney-MO"
