"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA"
"2020-03-26","PR","64","377","335","0","2","776","441","72","0","0","60","13","73"
"2020-03-26","RI","165","1262","181","0","0","1608","1427","44","0","0","0","33","33"
"2020-03-26","SC","456","2307","0","102","9","2763","2763","45","2","0","4","32","36"
"2020-03-26","SD","46","1973","125","0","1","2144","2019","46","0","0","1154","5","1159"
"2020-03-26","TN","957","13952","0","76","3","14909","14909","47","0","23","2940","173","3113"
"2020-03-26","TX","1396","20028","0","0","18","21424","21424","48","6","0","7508","422","7930"
"2020-03-26","UT","402","7308","0","0","1","7710","7710","49","0","0","817","56","873"
"2020-03-26","VA","460","5729","0","65","13","6189","6189","51","4","6","750","69","819"
"2020-03-26","VI","17","55","2","0","0","74","72","78","0","0","0","0","0"
"2020-03-26","VT","158","1850","0","0","9","2008","2008","50","1","0","261","35","296"
"2020-03-26","WA","3822","61987","0","0","183","65809","65809","53","24","0","4058","483","4541"
"2020-03-26","WI","707","11583","0","0","8","12290","12290","55","1","0","1494","122","1616"
"2020-03-26","WV","51","1031","19","1","0","1101","1082","54","0","0","272","12","284"
"2020-03-26","WY","53","1052","0","0","0","1105","1105","56","0","0","98","9","107"
"2020-03-25","AK","42","1649","0","1","1","1691","1691","02","1","1","663","6","669"
"2020-03-25","AL","283","2529","0","0","0","2812","2812","01","0","0","423","68","491"
"2020-03-25","AR","280","1437","0","0","2","1717","1717","05","2","0","490","62","552"
"2020-03-25","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-25","AZ","450","323","53","0","6","826","773","04","1","0","10","93","103"
"2020-03-25","CA","2355","15921","48600","0","53","66876","18276","06","13","0","2469","253","2722"
"2020-03-25","CO","912","6789","0","84","11","7701","7701","08","4","12","1285","192","1477"
"2020-03-25","CT","875","5023","0","0","19","5898","5898","09","7","0","341","257","598"
"2020-03-25","DC","183","1423","3","0","2","1609","1606","11","0","0","228","46","274"
"2020-03-25","DE","115","36","0","0","0","151","151","10","0","0","0","24","24"
"2020-03-25","FL","1682","15374","1233","316","22","18289","17056","12","4","57","2247","270","2517"
"2020-03-25","GA","1247","4932","0","394","40","6179","6179","13","8","394","474","221","695"
"2020-03-25","GU","37","233","0","0","1","270","270","66","0","0","32","5","37"
"2020-03-25","HI","90","4357","0","6","0","4447","4447","15","0","2","768","13","781"
"2020-03-25","IA","145","2578","0","36","1","2723","2723","19","1","9","263","21","284"
"2020-03-25","ID","73","1887","0","0","0","1960","1960","16","0","0","0","23","23"
"2020-03-25","IL","1865","12344","0","0","19","14209","14209","17","3","0","2410","330","2740"
"2020-03-25","IN","477","2879","0","1","14","3356","3356","18","2","0","313","112","425"
"2020-03-25","KS","126","2360","0","0","3","2486","2486","20","1","0","274","28","302"
"2020-03-25","KY","157","2865","0","0","4","3022","3022","21","0","0","1103","33","1136"
"2020-03-25","LA","1795","9656","0","0","65","11451","11451","22","19","0","2441","407","2848"
"2020-03-25","MA","1739","18079","0","103","33","19818","19818","25","7","9","5365","679","6044"
"2020-03-25","MD","423","94","0","0","4","517","517","24","1","0","0","74","74"
"2020-03-25","ME","149","3177","0","0","0","3326","3326","23","0","0","163","24","187"
"2020-03-25","MI","7060","7537","0","0","43","14597","14597","26","19","0","1741","619","2360"
"2020-03-25","MN","287","11188","0","35","1","11475","11475","27","0","14","5638","25","5663"
"2020-03-25","MO","356","369","0","0","8","725","725","29","5","0","0","173","173"
"2020-03-25","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-25","MS","377","1566","0","117","2","1943","1943","28","1","31","14","57","71"
"2020-03-25","MT","53","1948","0","0","0","2001","2001","30","0","0","305","7","312"
"2020-03-25","NC","504","9985","0","0","1","10489","10489","37","1","0","1844","106","1950"
"2020-03-25","ND","39","1734","0","8","0","1773","1773","38","0","3","280","5","285"
"2020-03-25","NE","61","1304","0","0","0","1365","1365","31","0","0","329","9","338"
"2020-03-25","NH","108","2356","804","13","1","3268","2464","33","0","2","909","7","916"
"2020-03-25","NJ","4402","10452","0","0","62","14854","14854","34","18","0","2127","727","2854"
"2020-03-25","NM","100","6742","0","0","1","6842","6842","35","1","0","852","17","869"
"2020-03-25","NV","321","4251","0","0","6","4572","4572","32","2","0","297","43","340"
"2020-03-25","NY","30811","72668","0","3805","285","103479","103479","36","75","571","7063","5146","12209"
"2020-03-25","OH","704","14060","0","182","10","14764","14764","39","2","37","13920","140","14060"
"2020-03-25","OK","164","805","0","59","5","969","969","40","2","34","70","58","128"
"2020-03-25","OR","209","4350","0","61","8","4559","4559","41","0","0","0","0","0"
"2020-03-25","PA","1127","11193","0","0","11","12320","12320","42","4","0","2550","276","2826"
"2020-03-25","PR","51","317","70","0","2","438","368","72","0","0","49","12","61"
"2020-03-25","RI","132","1262","196","0","0","1590","1394","44","0","0","62","8","70"
"2020-03-25","SC","424","2303","0","102","7","2727","2727","45","2","102","291","126","417"
"2020-03-25","SD","41","819","268","0","1","1128","860","46","0","0","29","11","40"
"2020-03-25","TN","784","11012","0","53","3","11796","11796","47","1","53","495","117","612"
"2020-03-25","TX","974","12520","0","0","12","13494","13494","48","3","0","1763","564","2327"
"2020-03-25","UT","346","6491","0","0","1","6837","6837","49","0","0","967","47","1014"
"2020-03-25","VA","391","4979","0","59","9","5370","5370","51","2","14","799","101","900"
"2020-03-25","VI","17","55","2","0","0","74","72","78","0","0","55","0","55"
"2020-03-25","VT","123","1589","0","0","8","1712","1712","50","1","0","149","28","177"
"2020-03-25","WA","3339","57929","0","0","159","61268","61268","53","13","0","4588","462","5050"
"2020-03-25","WI","585","10089","0","0","7","10674","10674","55","2","0","1852","128","1980"
"2020-03-25","WV","39","759","6","1","0","804","798","54","0","0","149","19","168"
"2020-03-25","WY","44","954","0","0","0","998","998","56","0","0","244","15","259"
"2020-03-24","AK","36","986","0","0","0","1022","1022","02","0","0","40","14","54"
"2020-03-24","AL","215","2106","0","0","0","2321","2321","01","0","0","441","48","489"
"2020-03-24","AR","218","947","0","0","0","1165","1165","05","0","0","41","44","85"
"2020-03-24","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-24","AZ","357","313","22","0","5","692","670","04","3","0","4","92","96"
"2020-03-24","CA","2102","13452","12100","0","40","27654","15554","06","13","0","885","369","1254"
"2020-03-24","CO","720","5504","0","72","7","6224","6224","08","1","14","659","129","788"
"2020-03-24","CT","618","4682","0","0","12","5300","5300","09","2","0","597","203","800"
"2020-03-24","DC","137","1195","2","0","2","1334","1332","11","0","0","82","21","103"
"2020-03-24","DE","91","36","0","0","0","127","127","10","0","0","0","23","23"
"2020-03-24","FL","1412","13127","1008","259","18","15547","14539","12","4","42","2064","241","2305"
"2020-03-24","GA","1026","4458","0","0","32","5484","5484","13","7","0","161","254","415"
"2020-03-24","GU","32","201","0","0","1","233","233","66","0","0","40","3","43"
"2020-03-24","HI","77","3589","0","4","0","3666","3666","15","0","4","634","21","655"
"2020-03-24","IA","124","2315","0","27","0","2439","2439","19","0","27","272","19","291"
"2020-03-24","ID","50","1887","0","0","0","1937","1937","16","0","0","578","3","581"
"2020-03-24","IL","1535","9934","0","0","16","11469","11469","17","4","0","1351","262","1613"
"2020-03-24","IN","365","2566","0","1","12","2931","2931","18","5","0","865","106","971"
"2020-03-24","KS","98","2086","0","0","2","2184","2184","20","0","0","1669","16","1685"
"2020-03-24","KY","124","1762","0","0","4","1886","1886","21","1","0","0","20","20"
"2020-03-24","LA","1388","7215","0","0","46","8603","8603","22","12","0","2439","216","2655"
"2020-03-24","MA","1060","12714","0","94","26","13774","13774","25","9","15","4451","382","4833"
"2020-03-24","MD","349","94","0","0","3","443","443","24","0","0","0","61","61"
"2020-03-24","ME","125","3014","0","0","0","3139","3139","23","0","0","223","18","241"
"2020-03-24","MI","6441","5796","0","0","24","12237","12237","26","9","0","1099","652","1751"
"2020-03-24","MN","262","5550","0","21","1","5812","5812","27","0","4","1039","27","1066"
"2020-03-24","MO","183","369","0","0","3","552","552","29","0","0","0","0","0"
"2020-03-24","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-24","MS","320","1552","0","86","1","1872","1872","28","0","53","409","71","480"
"2020-03-24","MT","46","1643","0","0","0","1689","1689","30","0","0","497","12","509"
"2020-03-24","NC","398","8141","0","0","0","8539","8539","37","0","0","0","101","101"
"2020-03-24","ND","34","1454","0","5","0","1488","1488","38","0","1","101","4","105"
"2020-03-24","NE","52","975","0","0","0","1027","1027","31","0","0","619","2","621"
"2020-03-24","NH","101","1447","869","11","1","2417","1548","33","1","11","73","23","96"
"2020-03-24","NJ","3675","8325","45","0","44","12045","12000","34","17","0","7966","831","8797"
"2020-03-24","NM","83","5890","0","0","0","5973","5973","35","0","0","569","18","587"
"2020-03-24","NV","278","3954","0","0","4","4232","4232","32","0","0","464","33","497"
"2020-03-24","NY","25665","65605","0","3234","210","91270","91270","36","96","599","8191","4790","12981"
"2020-03-24","OH","564","140","0","145","8","704","704","39","2","41","0","122","122"
"2020-03-24","OK","106","735","0","25","3","841","841","40","1","10","41","25","66"
"2020-03-24","OR","209","4350","0","61","8","4559","4559","41","3","5","701","18","719"
"2020-03-24","PA","851","8643","0","0","7","9494","9494","42","1","0","2048","207","2255"
"2020-03-24","PR","39","268","42","0","2","349","307","72","0","0","79","8","87"
"2020-03-24","RI","124","1200","77","0","0","1401","1324","44","0","0","57","18","75"
"2020-03-24","SC","298","2012","0","0","5","2310","2310","45","0","0","546","0","546"
"2020-03-24","SD","30","790","268","0","1","1088","820","46","0","0","28","2","30"
"2020-03-24","TN","667","10517","0","0","2","11184","11184","47","0","0","7245","52","7297"
"2020-03-24","TX","410","10757","0","0","9","11167","11167","48","1","0","1054","58","1112"
"2020-03-24","UT","299","5524","0","0","1","5823","5823","49","0","0","734","42","776"
"2020-03-24","VA","290","4180","0","45","7","4470","4470","51","1","7","737","36","773"
"2020-03-24","VI","17","0","0","0","0","17","17","78","0","0","0","0","0"
"2020-03-24","VT","95","1440","0","0","7","1535","1535","50","2","0","334","20","354"
"2020-03-24","WA","2877","53341","0","0","146","56218","56218","53","9","0","4849","381","5230"
"2020-03-24","WI","457","8237","0","0","5","8694","8694","55","0","0","1187","41","1228"
"2020-03-24","WV","20","610","0","1","0","630","630","54","0","0","166","4","170"
"2020-03-24","WY","29","710","0","0","0","739","739","56","0","0","118","3","121"
"2020-03-23","AK","22","946","0","0","0","968","968","02","0","0","0","0","0"
"2020-03-23","AL","167","1665","0","0","0","1832","1832","01","0","0","201","29","230"
"2020-03-23","AR","174","906","0","0","0","1080","1080","05","0","0","195","9","204"
"2020-03-23","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-23","AZ","265","309","6","0","2","580","574","04","0","0","27","113","140"
"2020-03-23","CA","1733","12567","12100","0","27","26400","14300","06","0","0","1263","197","1460"
"2020-03-23","CO","591","4845","0","58","6","5436","5436","08","1","9","770","116","886"
"2020-03-23","CT","415","4085","0","0","10","4500","4500","09","5","0","1208","192","1400"
"2020-03-23","DC","116","1113","0","0","2","1229","1229","11","1","0","156","18","174"
"2020-03-23","DE","68","36","0","0","0","104","104","10","0","0","0","12","12"
"2020-03-23","FL","1171","11063","860","217","14","13094","12234","12","1","32","3073","341","3414"
"2020-03-23","GA","772","4297","0","0","25","5069","5069","13","2","0","877","172","1049"
"2020-03-23","GU","29","161","0","0","1","190","190","66","0","0","35","2","37"
"2020-03-23","HI","56","2955","0","0","0","3011","3011","15","0","0","2692","8","2700"
"2020-03-23","IA","105","2043","0","0","0","2148","2148","19","0","0","828","15","843"
"2020-03-23","ID","47","1309","0","0","0","1356","1356","16","0","0","134","5","139"
"2020-03-23","IL","1273","8583","0","0","12","9856","9856","17","3","0","1312","224","1536"
"2020-03-23","IN","259","1701","0","1","7","1960","1960","18","1","0","408","58","466"
"2020-03-23","KS","82","417","0","0","2","499","499","20","0","0","0","18","18"
"2020-03-23","KY","104","1762","0","0","3","1866","1866","21","0","0","290","5","295"
"2020-03-23","LA","1172","4776","0","0","34","5948","5948","22","14","0","2115","335","2450"
"2020-03-23","MA","678","8263","0","79","17","8941","8941","25","6","8","2787","131","2918"
"2020-03-23","MD","288","94","0","0","3","382","382","24","0","0","0","44","44"
"2020-03-23","ME","107","2791","0","0","0","2898","2898","23","0","0","527","18","545"
"2020-03-23","MI","5789","4697","0","0","15","10486","10486","26","7","0","985","691","1676"
"2020-03-23","MN","235","4511","0","17","1","4746","4746","27","0","5","0","66","66"
"2020-03-23","MO","183","369","0","0","3","552","552","29","0","0","0","93","93"
"2020-03-23","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-23","MS","249","1143","0","33","1","1392","1392","28","0","0","29","42","71"
"2020-03-23","MT","34","1146","0","0","0","1180","1180","30","0","0","0","3","3"
"2020-03-23","NC","297","8141","0","0","0","8438","8438","37","0","0","1958","42","2000"
"2020-03-23","ND","30","1353","0","4","0","1383","1383","38","0","1","93","2","95"
"2020-03-23","NE","50","356","0","0","0","406","406","31","0","0","0","2","2"
"2020-03-23","NH","78","1374","889","0","0","2341","1452","33","0","0","186","13","199"
"2020-03-23","NJ","2844","359","94","0","27","3297","3203","34","7","0","32","930","962"
"2020-03-23","NM","65","5321","0","0","0","5386","5386","35","0","0","599","8","607"
"2020-03-23","NV","245","3490","0","0","4","3735","3735","32","2","0","1042","55","1097"
"2020-03-23","NY","20875","57414","0","2635","114","78289","78289","36","0","661","11181","5707","16888"
"2020-03-23","OH","442","140","0","104","6","582","582","39","3","21","0","91","91"
"2020-03-23","OK","81","694","102","15","2","877","775","40","0","4","25","14","39"
"2020-03-23","OR","191","3649","0","56","5","3840","3840","41","1","13","785","30","815"
"2020-03-23","PA","644","6595","0","0","6","7239","7239","42","4","0","1631","165","1796"
"2020-03-23","PR","31","189","35","0","2","255","220","72","1","0","6","8","14"
"2020-03-23","RI","106","1143","216","0","0","1465","1249","44","0","0","211","23","234"
"2020-03-23","SC","298","1466","0","0","5","1764","1764","45","2","0","0","103","103"
"2020-03-23","SD","28","762","265","0","1","1055","790","46","0","0","22","7","29"
"2020-03-23","TN","615","3272","0","0","2","3887","3887","47","2","0","0","110","110"
"2020-03-23","TX","352","9703","0","0","8","10055","10055","48","3","0","1281","18","1299"
"2020-03-23","UT","257","4790","0","0","1","5047","5047","49","0","0","1282","76","1358"
"2020-03-23","VA","254","3443","0","38","6","3697","3697","51","3","6","325","35","360"
"2020-03-23","VI","17","0","0","0","0","17","17","78","0","0","0","11","11"
"2020-03-23","VT","75","1106","0","0","5","1181","1181","50","3","0","0","23","23"
"2020-03-23","WA","2496","48492","0","0","137","50988","50988","53","11","0","4852","212","5064"
"2020-03-23","WI","416","7050","0","0","5","7466","7466","55","1","0","820","31","851"
"2020-03-23","WV","16","444","4","1","0","464","460","54","0","0","59","4","63"
"2020-03-23","WY","26","592","0","0","0","618","618","56","0","0","154","2","156"
"2020-03-22","AK","22","946","0","0","0","968","968","02","0","0","188","8","196"
"2020-03-22","AL","138","1464","0","0","0","1602","1602","01","0","0","1436","14","1450"
"2020-03-22","AR","165","711","119","0","0","995","876","05","0","0","144","47","191"
"2020-03-22","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-22","AZ","152","282","87","0","2","521","434","04","1","0","42","48","90"
"2020-03-22","CA","1536","11304","0","0","27","12840","12840","06","3","0","55","257","312"
"2020-03-22","CO","475","4075","0","49","5","4550","4550","08","1","5","758","112","870"
"2020-03-22","CT","223","2877","0","0","5","3100","3100","09","1","0","771","29","800"
"2020-03-22","DC","98","957","0","0","1","1055","1055","11","0","0","451","21","472"
"2020-03-22","DE","56","36","0","0","0","92","92","10","0","0","0","11","11"
"2020-03-22","FL","830","7990","963","185","13","9783","8820","12","1","27","1411","172","1583"
"2020-03-22","GA","600","3420","0","0","23","4020","4020","13","9","0","863","93","956"
"2020-03-22","GU","27","126","0","0","1","153","153","66","1","0","18","12","30"
"2020-03-22","HI","48","263","0","0","0","311","311","15","0","0","139","11","150"
"2020-03-22","IA","90","1215","0","0","0","1305","1305","19","0","0","166","22","188"
"2020-03-22","ID","42","1175","0","0","0","1217","1217","16","0","0","295","11","306"
"2020-03-22","IL","1049","7271","0","0","9","8320","8320","17","3","0","1783","296","2079"
"2020-03-22","IN","201","1293","0","1","6","1494","1494","18","2","0","586","75","661"
"2020-03-22","KS","64","417","0","0","2","481","481","20","0","0","0","9","9"
"2020-03-22","KY","99","1472","0","0","3","1571","1571","21","1","0","758","45","803"
"2020-03-22","LA","837","2661","0","0","20","3498","3498","22","4","0","481","257","738"
"2020-03-22","MA","547","5476","0","71","11","6023","6023","25","4","10","677","121","798"
"2020-03-22","MD","244","94","0","0","3","338","338","24","1","0","0","54","54"
"2020-03-22","ME","89","2264","0","0","0","2353","2353","23","0","0","0","16","16"
"2020-03-22","MI","5098","3712","0","0","8","8810","8810","26","3","0","16","555","571"
"2020-03-22","MN","169","4511","0","12","1","4680","4680","27","0","12","559","31","590"
"2020-03-22","MO","90","369","0","0","3","459","459","29","0","0","0","17","17"
"2020-03-22","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-22","MS","207","1114","0","33","1","1321","1321","28","0","33","419","67","486"
"2020-03-22","MT","31","1146","0","0","0","1177","1177","30","0","0","0","11","11"
"2020-03-22","NC","255","6183","0","0","0","6438","6438","37","0","0","1091","71","1162"
"2020-03-22","ND","28","1260","0","3","0","1288","1288","38","0","0","119","0","119"
"2020-03-22","NE","48","356","0","0","0","404","404","31","0","0","0","10","10"
"2020-03-22","NH","65","1188","959","0","0","2212","1253","33","0","0","215","10","225"
"2020-03-22","NJ","1914","327","49","0","20","2290","2241","34","4","0","33","587","620"
"2020-03-22","NM","57","4722","0","0","0","4779","4779","35","0","0","951","0","951"
"2020-03-22","NV","190","2448","0","0","2","2638","2638","32","0","0","64","66","130"
"2020-03-22","NY","15168","46233","0","1974","114","61401","61401","36","70","371","11152","4812","15964"
"2020-03-22","OH","351","140","0","83","3","491","491","39","0","25","0","104","104"
"2020-03-22","OK","67","669","102","11","2","838","736","40","1","1","109","14","123"
"2020-03-22","OR","161","2864","0","43","4","3025","3025","41","1","43","861","47","908"
"2020-03-22","PA","479","4964","0","0","2","5443","5443","42","0","0","1198","108","1306"
"2020-03-22","PR","23","183","69","0","1","275","206","72","1","0","40","2","42"
"2020-03-22","RI","83","932","216","0","0","1231","1015","44","0","0","70","17","87"
"2020-03-22","SC","195","1466","0","0","3","1661","1661","45","2","0","211","43","254"
"2020-03-22","SD","21","740","277","0","1","1038","761","46","0","0","49","7","56"
"2020-03-22","TN","505","3272","0","0","0","3777","3777","47","0","0","0","134","134"
"2020-03-22","TX","334","8422","0","0","5","8756","8756","48","0","0","2204","30","2234"
"2020-03-22","UT","181","3508","0","0","1","3689","3689","49","1","0","1084","45","1129"
"2020-03-22","VA","219","3118","0","32","3","3337","3337","51","1","7","480","67","547"
"2020-03-22","VI","6","0","0","0","0","6","6","78","0","0","0","0","0"
"2020-03-22","VT","52","1106","0","0","2","1158","1158","50","0","0","327","23","350"
"2020-03-22","WA","2284","43640","0","0","126","45924","45924","53","15","0","1704","242","1946"
"2020-03-22","WI","385","6230","0","0","4","6615","6615","55","0","0","1602","104","1706"
"2020-03-22","WV","12","385","1","1","0","398","397","54","0","0","55","1","56"
"2020-03-22","WY","24","438","0","0","0","462","462","56","0","0","0","1","1"
"2020-03-21","AK","14","758","0","0","0","772","772","02","0","0","72","2","74"
"2020-03-21","AL","124","28","0","0","0","152","152","01","0","0","0","43","43"
"2020-03-21","AR","118","567","154","0","0","839","685","05","0","0","216","22","238"
"2020-03-21","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-21","AZ","104","240","122","0","1","466","344","04","1","0","29","39","68"
"2020-03-21","CA","1279","11249","0","0","24","12528","12528","06","4","0","825","216","1041"
"2020-03-21","CO","363","3317","0","44","4","3680","3680","08","1","44","642","86","728"
"2020-03-21","CT","194","2106","0","0","4","2300","2300","09","1","0","1502","0","1502"
"2020-03-21","DC","77","506","0","0","1","583","583","11","0","0","5","6","11"
"2020-03-21","DE","45","36","0","0","0","81","81","10","0","0","0","7","7"
"2020-03-21","FL","658","6579","1002","158","12","8239","7237","12","2","158","4709","138","4847"
"2020-03-21","GA","507","2557","0","0","14","3064","3064","13","1","0","591","87","678"
"2020-03-21","GU","15","108","0","0","0","123","123","66","0","0","22","1","23"
"2020-03-21","HI","37","124","0","0","0","161","161","15","0","0","0","11","11"
"2020-03-21","IA","68","1049","0","0","0","1117","1117","19","0","0","407","23","430"
"2020-03-21","ID","31","880","0","0","0","911","911","16","0","0","290","8","298"
"2020-03-21","IL","753","5488","0","0","6","6241","6241","17","1","0","1792","168","1960"
"2020-03-21","IN","126","707","0","1","4","833","833","18","2","1","232","47","279"
"2020-03-21","KS","55","417","0","0","2","472","472","20","1","0","0","11","11"
"2020-03-21","KY","54","714","0","0","2","768","768","21","1","0","122","7","129"
"2020-03-21","LA","580","2180","0","0","16","2760","2760","22","4","0","1612","107","1719"
"2020-03-21","MA","426","4799","0","61","7","5225","5225","25","2","61","1004","112","1116"
"2020-03-21","MD","190","94","0","0","2","284","284","24","1","0","0","41","41"
"2020-03-21","ME","73","2264","0","0","0","2337","2337","23","0","0","0","16","16"
"2020-03-21","MI","4543","3696","0","0","5","8239","8239","26","2","0","950","516","1466"
"2020-03-21","MN","138","3952","0","0","1","4090","4090","27","1","0","211","23","234"
"2020-03-21","MO","73","369","0","0","3","442","442","29","2","0","0","26","26"
"2020-03-21","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-21","MS","140","695","0","0","1","835","835","28","0","0","0","60","60"
"2020-03-21","MT","20","1146","0","0","0","1166","1166","30","0","0","215","4","219"
"2020-03-21","NC","184","5092","0","0","0","5276","5276","37","0","0","1996","47","2043"
"2020-03-21","ND","28","1141","0","3","0","1169","1169","38","0","3","341","8","349"
"2020-03-21","NE","38","356","0","0","0","394","394","31","0","0","116","6","122"
"2020-03-21","NH","55","973","942","0","0","1970","1028","33","0","0","228","11","239"
"2020-03-21","NJ","1327","294","40","0","16","1661","1621","34","5","0","30","437","467"
"2020-03-21","NM","57","3771","0","0","0","3828","3828","35","0","0","0","14","14"
"2020-03-21","NV","124","2384","0","0","2","2508","2508","32","1","0","392","15","407"
"2020-03-21","NY","10356","35081","0","1603","44","45437","45437","36","9","1603","9756","3254","13010"
"2020-03-21","OH","247","140","0","58","3","387","387","39","2","58","0","78","78"
"2020-03-21","OK","53","560","144","10","1","757","613","40","0","10","22","4","26"
"2020-03-21","OR","114","2003","433","0","3","2550","2117","41","0","0","0","0","0"
"2020-03-21","PA","371","3766","0","0","2","4137","4137","42","1","0","1192","103","1295"
"2020-03-21","PR","21","143","71","0","0","235","164","72","0","0","29","7","36"
"2020-03-21","RI","66","862","290","0","0","1218","928","44","0","0","62","12","74"
"2020-03-21","SC","152","1255","0","0","1","1407","1407","45","0","0","422","71","493"
"2020-03-21","SD","14","691","268","0","1","973","705","46","0","0","28","0","28"
"2020-03-21","TN","371","3272","0","0","0","3643","3643","47","0","0","2709","143","2852"
"2020-03-21","TX","304","6218","0","0","5","6522","6522","48","0","0","1135","110","1245"
"2020-03-21","UT","136","2424","0","0","0","2560","2560","49","0","0","389","24","413"
"2020-03-21","VA","152","2638","0","25","2","2790","2790","51","0","25","427","38","465"
"2020-03-21","VI","6","0","0","0","0","6","6","78","0","0","0","3","3"
"2020-03-21","VT","29","779","0","0","2","808","808","50","0","0","0","0","0"
"2020-03-21","WA","2042","41936","0","0","111","43978","43978","53","7","0","2108","238","2346"
"2020-03-21","WI","281","4628","0","0","4","4909","4909","55","1","0","1173","75","1248"
"2020-03-21","WV","11","330","2","1","0","343","341","54","0","1","111","4","115"
"2020-03-21","WY","23","438","0","0","0","461","461","56","0","0","107","4","111"
"2020-03-20","AK","12","686","0","0","0","698","698","02","0","0","254","6","260"
"2020-03-20","AL","81","28","0","0","0","109","109","01","0","0","0","13","13"
"2020-03-20","AR","96","351","203","0","0","650","447","05","0","0","41","50","91"
"2020-03-20","AS","0","0","0","0","0","0","0","60","0","0","0","0","0"
"2020-03-20","AZ","65","211","101","0","0","377","276","04","0","0","36","21","57"
"2020-03-20","CA","1063","10424","0","0","20","11487","11487","06","2","0","1637","139","1776"
"2020-03-20","CO","277","2675","0","0","3","2952","2952","08","1","0","563","61","624"
"2020-03-20","CT","194","604","0","0","3","798","798","09","2","0","0","98","98"
"2020-03-20","DC","71","501","1","0","1","573","572","11","1","0","348","32","380"
"2020-03-20","DE","38","36","0","0","0","74","74","10","0","0","0","8","8"
"2020-03-20","FL","520","1870","1026","0","10","3416","2390","12","2","0","337","130","467"
"2020-03-20","GA","420","1966","0","0","13","2386","2386","13","3","0","422","133","555"
"2020-03-20","GU","14","86","0","0","0","100","100","66","0","0","17","2","19"
"2020-03-20","HI","26","124","0","0","0","150","150","15","0","0","31","10","41"
"2020-03-20","IA","45","642","0","0","0","687","687","19","0","0","559","7","566"
"2020-03-20","ID","23","590","0","0","0","613","613","16","0","0","131","12","143"
"2020-03-20","IL","585","3696","0","0","5","4281","4281","17","1","0","971","163","1134"
"2020-03-20","IN","79","475","0","0","2","554","554","18","0","0","151","23","174"
"2020-03-20","KS","44","417","0","0","1","461","461","20","0","0","0","10","10"
"2020-03-20","KY","47","592","0","0","1","639","639","21","0","0","138","12","150"
"2020-03-20","LA","473","568","0","0","12","1041","1041","22","4","0","110","126","236"
"2020-03-20","MA","314","3795","0","0","5","4109","4109","25","2","0","877","85","962"
"2020-03-20","MD","149","94","0","0","1","243","243","24","0","0","0","42","42"
"2020-03-20","ME","57","2264","0","0","0","2321","2321","23","0","0","260","4","264"
"2020-03-20","MI","4027","2746","0","0","3","6773","6773","26","0","0","961","635","1596"
"2020-03-20","MN","115","3741","0","0","0","3856","3856","27","0","0","792","26","818"
"2020-03-20","MO","47","369","0","0","1","416","416","29","0","0","61","23","84"
"2020-03-20","MP","0","0","0","0","0","0","0","69","0","0","0","0","0"
"2020-03-20","MS","80","695","0","0","1","775","775","28","1","0","143","30","173"
"2020-03-20","MT","16","931","0","0","0","947","947","30","0","0","170","4","174"
"2020-03-20","NC","137","3096","0","0","0","3233","3233","37","0","0","688","40","728"
"2020-03-20","ND","20","800","0","0","0","820","820","38","0","0","307","5","312"
"2020-03-20","NE","32","240","0","0","0","272","272","31","0","0","0","5","5"
"2020-03-20","NH","44","745","631","0","0","1420","789","33","0","0","124","5","129"
"2020-03-20","NJ","890","264","86","0","11","1240","1154","34","2","0","54","148","202"
"2020-03-20","NM","43","3771","0","0","0","3814","3814","35","0","0","1009","8","1017"
"2020-03-20","NV","109","1992","0","0","1","2101","2101","32","0","0","366","14","380"
"2020-03-20","NY","7102","25325","0","0","35","32427","32427","36","23","0","7193","2950","10143"
"2020-03-20","OH","169","140","0","0","1","309","309","39","1","0","0","50","50"
"2020-03-20","OK","49","538","374","0","1","961","587","40","0","0","72","5","77"
"2020-03-20","OR","114","2003","433","0","3","2550","2117","41","0","0","674","26","700"
"2020-03-20","PA","268","2574","0","0","1","2842","2842","42","0","0","966","83","1049"
"2020-03-20","PR","14","114","52","0","0","180","128","72","0","0","58","9","67"
"2020-03-20","RI","54","800","140","0","0","994","854","44","0","0","146","10","156"
"2020-03-20","SC","81","833","0","0","1","914","914","45","0","0","250","21","271"
"2020-03-20","SD","14","663","270","0","1","947","677","46","0","0","112","3","115"
"2020-03-20","TN","228","563","0","0","0","791","791","47","0","0","214","74","288"
"2020-03-20","TX","194","5083","0","0","5","5277","5277","48","2","0","2871","51","2922"
