"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA.","positive1"
"2020-03-15","Wyoming",2,0,0,0,0,3,3,56,0,0,0,1,1,3
"2020-03-14","Wyoming",2,0,0,0,0,2,2,56,0,0,0,1,1,2
"2020-03-13","Wyoming",2,0,0,0,0,1,1,56,0,0,0,0,0,1
"2020-03-12","Wyoming",2,0,0,0,0,1,1,56,0,0,0,1,1,1
"2020-03-11","Wyoming",2,0,0,0,0,0,0,56,0,0,0,0,0,0
"2020-03-10","Wyoming",2,0,0,0,0,0,0,56,0,0,0,0,0,0
"2020-03-09","Wyoming",2,0,0,0,0,0,0,56,0,0,0,0,0,0
"2020-03-08","Wyoming",2,0,0,0,0,0,0,56,0,0,0,0,0,0
"2020-03-07","Wyoming",2,0,0,0,0,0,0,56,0,0,0,0,0,0
"2020-03-06","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-05","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Wyoming",2,0,0,0,0,0,0,0,0,0,0,0,0,0
